BHK,project,Location,City,Total sqft,price_sqft,price
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1000,"25,000",2.50 Cr
1 BHK Apartment,JSB Nakshatra GreensNaigaon East,Naigaon East,Mumbai,560,"25,000",1.40 Cr
1,,Bhiwandi,Mumbai,410,"6,000",24.60 L
2 BHK Apartment,Reputed Builder Shree Ambika ComplexGhansoli,Ghansoli,Mumbai,1000,"15,000",1.50 Cr
1,,Rabale,Mumbai,650,"25,000",1.62 Cr
1,,Rabale,Mumbai,300,"25,000",75.00 L
1,,Rabale,Mumbai,250,"25,000",62.50 L
1 RK Studio Apartment,Devkar Rabale HeightsGhansoli,Ghansoli,Mumbai,335,"15,000",50.25 L
1,,Bhiwandi,Mumbai,395,"6,000",23.70 L
1,,Bhiwandi,Mumbai,585,"6,000",35.10 L
R,,Sarde,Mumbai,1089,"25,000",2.72 Cr
1 BHK Apartment,Aurum Q Residences R2Ghansoli,Ghansoli,Mumbai,650,"15,000",97.50 L
3 BHK Apartment,Darvesh Ayesha TowerJogeshwari West,Jogeshwari West,Mumbai,1203,"25,000",3.01 Cr
1,,Bhiwandi,Mumbai,385,"6,000",23.10 L
1 BHK Apartment,Reputed Builder Mid Town AvenueKalyan West,Kalyan West,Mumbai,750,"10,000",75.00 L
1 BHK Apartment,Reputed Builder Shree Matruchaya CHSAiroli,Airoli,Mumbai,550,"14,000",77.00 L
R,,Sarde,Mumbai,1089,"25,000",2.72 Cr
R,,Koproli,Mumbai,1000,"25,000",2.50 Cr
1,,Panvel,Mumbai,650,"10,000",65.00 L
3,,Vichumbe,Mumbai,2000,"25,000",5.00 Cr
1,,Bhiwandi,Mumbai,550,"6,000",33.00 L
2 BHK Apartment,Grace Iconic Wing A BVille Parle East,Ville Parle East,Mumbai,760,"25,000",1.90 Cr
1,,Bhiwandi,Mumbai,375,"6,000",22.50 L
1,,Bhiwandi,Mumbai,545,"6,000",32.70 L
1,,Bhiwandi,Mumbai,530,"6,000",31.80 L
1,,Bhiwandi,Mumbai,365,"6,000",21.90 L
1,,Vashi,Mumbai,600,"16,000",96.00 L
2 BHK Apartment,Nrose Northern HillsDahisar,Dahisar,Mumbai,950,"20,000",1.90 Cr
2 BHK Apartment,Hiranandani Villa GrandThane West,Thane West,Mumbai,1000,"18,000",1.80 Cr
3 BHK Apartment,Rustomjee Urbania AstraeaThane West,Thane West,Mumbai,1265,"18,000",2.28 Cr
1,,Badlapur East,Mumbai,634,"25,000",1.58 Cr
R,,Belondakhar,Mumbai,1089,"25,000",2.72 Cr
1,,Jogeshwari West,Mumbai,550,"25,000",1.38 Cr
2,,Bhiwandi,Mumbai,650,"6,000",39.00 L
1,,Bhiwandi,Mumbai,560,"6,000",33.60 L
1,,Bhiwandi,Mumbai,560,"6,000",33.60 L
1,,Bhiwandi,Mumbai,410,"6,000",24.60 L
1,,Bhiwandi,Mumbai,385,"6,000",23.10 L
2 BHK Apartment,Sunteck Signia WaterfrontAiroli,Airoli,Mumbai,1050,"14,000",1.47 Cr
2 BHK Apartment,Mahaveer River Valley Tower Phase IKalyan West,Kalyan West,Mumbai,990,"10,000",99.00 L
3 BHK Apartment,Reputed Builder River ScapeNilje Gaon,Nilje Gaon,Mumbai,1037,"25,000",2.59 Cr
1 BHK Apartment,Swaminarayan City Phase 1ADombivali,Dombivali,Mumbai,700,"12,000",84.00 L
1,,Dombivli (West),Mumbai,622,"25,000",1.55 Cr
1 BHK Apartment,Sai Balaji GopalDombivali,Dombivali,Mumbai,632,"12,000",75.84 L
1,,Bhiwandi,Mumbai,375,"6,000",22.50 L
1 BHK Apartment,Shree Krishna HeightsNaigaon East,Naigaon East,Mumbai,600,"25,000",1.50 Cr
1,,Bhiwandi,Mumbai,390,"6,000",23.40 L
1 BHK Apartment,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,396,"12,000",47.52 L
2 BHK Apartment,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,608,"12,000",72.96 L
2 BHK Apartment,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,598,"12,000",71.76 L
1 BHK Apartment,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,424,"12,000",50.88 L
1 BHK Apartment,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,415,"12,000",49.80 L
2 BHK Apartment,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,579,"12,000",69.48 L
R,,Belondakhar,Mumbai,1089,"25,000",2.72 Cr
R,,Sarde,Mumbai,1089,"25,000",2.72 Cr
2 BHK Apartment,A Surti Universal CubicalJogeshwari West,Jogeshwari West,Mumbai,750,"25,000",1.88 Cr
2 BHK Apartment,Reputed Builder Hill Park TowerJogeshwari West,Jogeshwari West,Mumbai,1000,"25,000",2.50 Cr
2 BHK Apartment,Sagar Sagar TowersJogeshwari West,Jogeshwari West,Mumbai,650,"25,000",1.62 Cr
1,,Bhiwandi,Mumbai,785,"6,000",47.10 L
1,,Vichumbe,Mumbai,590,"25,000",1.48 Cr
1,,Vichumbe,Mumbai,640,"25,000",1.60 Cr
4 BHK Apartment,Supreme Belmac Riverside IPanvel,Panvel,Mumbai,2100,"10,000",2.10 Cr
1 BHK Apartment,Shree Sawlaram SrushtiKalyan West,Kalyan West,Mumbai,750,"10,000",75.00 L
3 BHK Apartment,Transcon Triumph Tower 4Andheri West,Andheri West,Mumbai,947,"35,000",3.31 Cr
2 BHK Apartment,Transcon Triumph Tower 4Andheri West,Andheri West,Mumbai,659,"35,000",2.31 Cr
2 BHK Apartment,Transcon Triumph Tower 4Andheri West,Andheri West,Mumbai,708,"35,000",2.48 Cr
3,,Kalyan West,Mumbai,1465,"10,000",1.47 Cr
2 BHK Apartment,Reputed Builder Thames CHSKalyan West,Kalyan West,Mumbai,870,"10,000",87.00 L
3,,Kalyan West,Mumbai,1465,"10,000",1.47 Cr
2,,Kalyan West,Mumbai,1150,"10,000",1.15 Cr
3,,Kalyan West,Mumbai,1500,"10,000",1.50 Cr
3 BHK Apartment,MS Vrindavan ParadiseKalyan West,Kalyan West,Mumbai,1205,"10,000",1.21 Cr
2 BHK Apartment,Vision HeightsJogeshwari West,Jogeshwari West,Mumbai,900,"25,000",2.25 Cr
1 BHK Apartment,United ParkJogeshwari West,Jogeshwari West,Mumbai,600,"25,000",1.50 Cr
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,500,"25,000",1.25 Cr
1 BHK Apartment,Navkar City Phase II Part INaigaon East,Naigaon East,Mumbai,500,"25,000",1.25 Cr
2 BHK Apartment,Sunteck West WorldNaigaon East,Naigaon East,Mumbai,630,"25,000",1.57 Cr
1 BHK Apartment,Rashmi Star CityNaigaon East,Naigaon East,Mumbai,500,"25,000",1.25 Cr
1,,Naigaon East,Mumbai,540,"25,000",1.35 Cr
1,,Dahisar East,Mumbai,590,"18,000",1.06 Cr
1 BHK Apartment,Kothari Apeksha ImperialNaigaon East,Naigaon East,Mumbai,630,"25,000",1.57 Cr
1 BHK Apartment,Rashmi Star CityNaigaon East,Naigaon East,Mumbai,500,"25,000",1.25 Cr
2 BHK Apartment,Sai Om Sai SankulTitwala,Titwala,Mumbai,755,"25,000",1.89 Cr
1 BHK Apartment,Sai Om Sai SankulTitwala,Titwala,Mumbai,483,"25,000",1.21 Cr
2 BHK Apartment,Sai Om Sai SankulTitwala,Titwala,Mumbai,715,"25,000",1.79 Cr
2 BHK Apartment,Reputed Builder Shree Mani KrupaMira Road East,Mira Road East,Mumbai,900,"12,000",1.08 Cr
2 BHK Apartment,Runwal AvenueKanjurmarg,Kanjurmarg,Mumbai,571,"25,000",1.43 Cr
1 BHK Apartment,Runwal AvenueKanjurmarg,Kanjurmarg,Mumbai,401,"25,000",1.00 Cr
3 BHK Apartment,Runwal AvenueKanjurmarg,Kanjurmarg,Mumbai,759,"25,000",1.90 Cr
1 BHK Apartment,Wadhwa Shiv ValleyKalyan West,Kalyan West,Mumbai,660,"10,000",66.00 L
2 BHK Apartment,Reputed Builder Seasons ResidencySantacruz West,Santacruz West,Mumbai,1100,"60,000",6.60 Cr
3 BHK Apartment,OSSK Mrunmayi PalaceKalyan West,Kalyan West,Mumbai,1475,"10,000",1.48 Cr
1 BHK Apartment,Raikar New Bomby Safalya CHSAiroli,Airoli,Mumbai,555,"14,000",77.70 L
3 BHK Apartment,Progressive CrownKoper Khairane,Koper Khairane,Mumbai,1540,"25,000",3.85 Cr
3 BHK Apartment,Progressive CrownKoper Khairane,Koper Khairane,Mumbai,1550,"25,000",3.88 Cr
3 BHK Apartment,RS RegencyKoper Khairane,Koper Khairane,Mumbai,1350,"25,000",3.38 Cr
3 BHK Apartment,RS RegencyKoper Khairane,Koper Khairane,Mumbai,1350,"25,000",3.38 Cr
1,,Bhiwandi,Mumbai,365,"6,000",21.90 L
1 BHK Apartment,Navkar Navkar CityNaigaon East,Naigaon East,Mumbai,600,"25,000",1.50 Cr
1,,Kalyan West,Mumbai,750,"10,000",75.00 L
1 BHK Apartment,MS Vrindavan PalmsKalyan West,Kalyan West,Mumbai,680,"10,000",68.00 L
2 BHK Apartment,Ajmera Ajmera Face 4Kalyan West,Kalyan West,Mumbai,999,"10,000",99.90 L
3,,Kalyan West,Mumbai,1256,"10,000",1.26 Cr
2,,Kalyan West,Mumbai,1750,"10,000",1.75 Cr
2,,Kalyan West,Mumbai,950,"10,000",95.00 L
1,,Bhiwandi,Mumbai,530,"6,000",31.80 L
2 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,"22,000",2.02 Cr
1 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,"22,000",2.02 Cr
1 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,"22,000",1.38 Cr
1 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,"22,000",1.38 Cr
2 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,"22,000",2.02 Cr
1 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,"22,000",1.38 Cr
2 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,"22,000",2.02 Cr
2 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,"22,000",2.02 Cr
1 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,"22,000",1.38 Cr
2 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,"22,000",2.02 Cr
1 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,"22,000",1.38 Cr
2 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,"22,000",2.02 Cr
2 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,"22,000",2.02 Cr
1 BHK Apartment,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,600,"22,000",1.32 Cr
2,,Taloje,Mumbai,750,"25,000",1.88 Cr
2 BHK Apartment,Venus Skky City Phase IDombivali,Dombivali,Mumbai,676,"12,000",81.12 L
1 BHK Apartment,DGS Sheetal JyotNala Sopara,Nala Sopara,Mumbai,585,"25,000",1.46 Cr
1 BHK Apartment,Poonam PallazoNala Sopara,Nala Sopara,Mumbai,585,"25,000",1.46 Cr
1 BHK Apartment,SB Sandeep HeightsNala Sopara,Nala Sopara,Mumbai,585,"25,000",1.46 Cr
1 BHK Apartment,Om Sai Cherry Residency D WingNala Sopara,Nala Sopara,Mumbai,630,"25,000",1.57 Cr
1 BHK Apartment,Reputed Builder NavkarNala Sopara,Nala Sopara,Mumbai,600,"25,000",1.50 Cr
1 BHK Apartment,Manibhadra AvenueNala Sopara,Nala Sopara,Mumbai,550,"25,000",1.38 Cr
1 BHK Apartment,Ashok Mohanlal Mehta Avenue 224Nala Sopara,Nala Sopara,Mumbai,550,"25,000",1.38 Cr
1 BHK Apartment,Shakti Western ParkNala Sopara,Nala Sopara,Mumbai,585,"25,000",1.46 Cr
1 BHK Apartment,Navkar City Phase 1 And 2Naigaon East,Naigaon East,Mumbai,600,"25,000",1.50 Cr
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,550,"25,000",1.38 Cr
2 BHK Apartment,Reputed Builder Madhav ShrutiKalyan West,Kalyan West,Mumbai,860,"10,000",86.00 L
2,,Koper Khairane,Mumbai,1050,"25,000",2.62 Cr
1 BHK Apartment,Reputed Builder Hill Park TowerJogeshwari West,Jogeshwari West,Mumbai,550,"25,000",1.38 Cr
1,,Jogeshwari West,Mumbai,500,"25,000",1.25 Cr
3 BHK Apartment,Ahuja LamorJogeshwari West,Jogeshwari West,Mumbai,1200,"25,000",3.00 Cr
2 BHK Apartment,Reputed Builder AR Avenue SocietyJogeshwari West,Jogeshwari West,Mumbai,800,"25,000",2.00 Cr
1 BHK Apartment,A Surti Universal CubicalJogeshwari West,Jogeshwari West,Mumbai,530,"25,000",1.32 Cr
1 BHK Apartment,Vision HeightsJogeshwari West,Jogeshwari West,Mumbai,600,"25,000",1.50 Cr
2,,Jogeshwari West,Mumbai,750,"25,000",1.88 Cr
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,512,"8,000",40.96 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,512,"8,000",40.96 L
1,,Dombivali East,Mumbai,420,"12,000",50.40 L
1,,Bhiwandi,Mumbai,420,"6,000",25.20 L
1,,Bhiwandi,Mumbai,515,"6,000",30.90 L
2 BHK Apartment,Shree Laxmi Kailash HomesKalyan West,Kalyan West,Mumbai,690,"10,000",69.00 L
2 BHK Apartment,SS Balaji KrishnaDombivali,Dombivali,Mumbai,912,"12,000",1.09 Cr
1 BHK Apartment,SS Balaji KrishnaDombivali,Dombivali,Mumbai,671,"12,000",80.52 L
1,,Thakurli,Mumbai,645,"25,000",1.61 Cr
2 BHK Apartment,Shree Laxmi Kailash HomesKalyan West,Kalyan West,Mumbai,690,"10,000",69.00 L
1 BHK Apartment,Shree Laxmi Kailash HomesKalyan West,Kalyan West,Mumbai,690,"10,000",69.00 L
1,,Bhiwandi,Mumbai,420,"6,000",25.20 L
1,,Bhiwandi,Mumbai,515,"6,000",30.90 L
3,,Thakurli,Mumbai,1068,"25,000",2.67 Cr
2,,Thakurli,Mumbai,840,"25,000",2.10 Cr
1,,Thakurli,Mumbai,645,"25,000",1.61 Cr
2,,Thakurli,Mumbai,925,"25,000",2.31 Cr
1,,Thakurli,Mumbai,660,"25,000",1.65 Cr
1,,Dombivali East,Mumbai,520,"12,000",62.40 L
1 BHK Apartment,Creative Hari Vijay Lawns Building No 2Dombivali,Dombivali,Mumbai,605,"12,000",72.60 L
1 BHK Apartment,Creative Hari Vijay Lawns Building No 2Dombivali,Dombivali,Mumbai,685,"12,000",82.20 L
2 BHK Apartment,Reputed Builder Regalia Casa BellaUsarghar Gaon,Usarghar Gaon,Mumbai,748,"25,000",1.87 Cr
3 BHK Apartment,Reputed Builder River ViewNilje Gaon,Nilje Gaon,Mumbai,1037,"25,000",2.59 Cr
2,,Bhiwandi,Mumbai,670,"6,000",40.20 L
2 BHK Apartment,Ajay Bhav ResidencyKasheli,Kasheli,Mumbai,730,"25,000",1.82 Cr
2 BHK Apartment,Venus Skky City Phase IDombivali,Dombivali,Mumbai,677,"12,000",81.24 L
2 BHK Apartment,Kishor Vishnu Bhoir Sukur Enclave AThane West,Thane West,Mumbai,1000,"18,000",1.80 Cr
2 BHK Apartment,Reputed Builder AlinaThane West,Thane West,Mumbai,1000,"18,000",1.80 Cr
3 BHK Apartment,Hiranandani CanaryThane West,Thane West,Mumbai,1500,"18,000",2.70 Cr
1 BHK Apartment,Runwal GardensDombivali,Dombivali,Mumbai,500,"12,000",60.00 L
2 BHK Apartment,Lodha Casa BellaDombivali,Dombivali,Mumbai,864,"12,000",1.04 Cr
2 BHK Apartment,Lodha Casa BellaDombivali,Dombivali,Mumbai,747,"12,000",89.64 L
3 BHK Apartment,Lodha Palava Trinity A To CDombivali,Dombivali,Mumbai,1500,"12,000",1.80 Cr
2 BHK Apartment,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,1360,"12,000",1.63 Cr
3 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,1098,"12,000",1.32 Cr
1 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,585,"12,000",70.20 L
3 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,1098,"12,000",1.32 Cr
2 BHK Apartment,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,909,"12,000",1.09 Cr
2 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,864,"12,000",1.04 Cr
2 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,864,"12,000",1.04 Cr
1 BHK Apartment,Raghav MarvelKurla,Kurla,Mumbai,383,"25,000",95.75 L
1 BHK Apartment,Raghav MarvelKurla,Kurla,Mumbai,454,"25,000",1.14 Cr
2 BHK Apartment,Raghav MarvelKurla,Kurla,Mumbai,629,"25,000",1.57 Cr
2 BHK Apartment,Raghav MarvelKurla,Kurla,Mumbai,458,"25,000",1.15 Cr
2 BHK Apartment,Tharwani Riverdale VistaKalyan West,Kalyan West,Mumbai,1000,"10,000",1.00 Cr
3 BHK Apartment,B and M Millennium AvanishAiroli,Airoli,Mumbai,1500,"14,000",2.10 Cr
2,,Koper Khairane,Mumbai,1110,"25,000",2.77 Cr
2,,Koper Khairane,Mumbai,1125,"25,000",2.81 Cr
1 BHK Apartment,Om Sai LaxmiVikhroli,Vikhroli,Mumbai,630,"28,000",1.76 Cr
1 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,669,"18,000",1.20 Cr
1,,Koper Khairane,Mumbai,650,"25,000",1.62 Cr
2 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,700,"12,000",84.00 L
2,,Koper Khairane,Mumbai,1000,"25,000",2.50 Cr
2 BHK Apartment,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,630,"12,000",75.60 L
1 BHK Apartment,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,648,"12,000",77.76 L
3 BHK Apartment,Lodha Casa BellaDombivali,Dombivali,Mumbai,1098,"12,000",1.32 Cr
2 BHK Apartment,Lodha Casa BellaDombivali,Dombivali,Mumbai,864,"12,000",1.04 Cr
2 BHK Apartment,Ornate RiseBhiwandi,Bhiwandi,Mumbai,900,"6,000",54.00 L
2,,Bhiwandi,Mumbai,785,"6,000",47.10 L
2,,Bhiwandi,Mumbai,760,"6,000",45.60 L
1 BHK Apartment,Agarwal LifestyleVirar,Virar,Mumbai,750,"5,000",37.50 L
1,,Santosh Nagar,Mumbai,650,"25,000",1.62 Cr
1,,Vasai east,Mumbai,650,"7,000",45.50 L
1 BHK Apartment,Mayfair Virar Gardens Phase 2Virar,Virar,Mumbai,600,"5,000",30.00 L
1,,Bhiwandi,Mumbai,545,"6,000",32.70 L
1 BHK Apartment,Prime Amil Brothers CHSLJogeshwari West,Jogeshwari West,Mumbai,500,"25,000",1.25 Cr
2 BHK Apartment,Reputed Builder Sai Ganga ApartmentAndheri West,Andheri West,Mumbai,800,"35,000",2.80 Cr
1 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,600,"12,000",72.00 L
2 BHK Apartment,Runwal GardensDombivali,Dombivali,Mumbai,1000,"12,000",1.20 Cr
3 BHK Apartment,Reputed Builder Balaji GardenKoper Khairane,Koper Khairane,Mumbai,1500,"25,000",3.75 Cr
1 BHK Apartment,Runwal GardensDombivali,Dombivali,Mumbai,528,"12,000",63.36 L
1,,Bhiwandi,Mumbai,585,"6,000",35.10 L
1,,Bhiwandi,Mumbai,560,"6,000",33.60 L
1,,Bhiwandi,Mumbai,550,"6,000",33.00 L
1,,Bhiwandi,Mumbai,410,"6,000",24.60 L
2 BHK Apartment,Reputed Builder Mohan PrideKalyan West,Kalyan West,Mumbai,1060,"10,000",1.06 Cr
2 BHK Apartment,Honest Indralok Phase IKalyan West,Kalyan West,Mumbai,1010,"10,000",1.01 Cr
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,443,"8,000",35.44 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,443,"8,000",35.44 L
2 BHK Apartment,Srishti OasisBhandup West,Bhandup West,Mumbai,930,"22,000",2.05 Cr
2 BHK Apartment,Srishti OasisBhandup West,Bhandup West,Mumbai,700,"22,000",1.54 Cr
2 BHK Apartment,Nirvaana PearlChembur,Chembur,Mumbai,1190,"30,000",3.57 Cr
2 BHK Apartment,Nirvaana PearlChembur,Chembur,Mumbai,877,"30,000",2.63 Cr
2 BHK Apartment,Haware IPSAGhatkopar East,Ghatkopar East,Mumbai,650,"28,000",1.82 Cr
1,,Vashi,Mumbai,650,"16,000",1.04 Cr
2 BHK Apartment,Rupvakula Prime VistaGhatkopar East,Ghatkopar East,Mumbai,700,"28,000",1.96 Cr
1,,Vashi,Mumbai,650,"16,000",1.04 Cr
2 BHK Apartment,Rupvakula Prime VistaGhatkopar East,Ghatkopar East,Mumbai,700,"28,000",1.96 Cr
2 BHK Apartment,Haware IPSAGhatkopar East,Ghatkopar East,Mumbai,920,"28,000",2.58 Cr
1 BHK Apartment,Rupvakula Prime VistaGhatkopar East,Ghatkopar East,Mumbai,600,"28,000",1.68 Cr
2,,Kalyan West,Mumbai,830,"10,000",83.00 L
1,,Kalyan West,Mumbai,590,"10,000",59.00 L
3,,Beturkar Pada,Mumbai,1256,"25,000",3.14 Cr
1,,Kalyan West,Mumbai,700,"10,000",70.00 L
2 BHK Apartment,Reputed Builder Vasant ValleyKalyan West,Kalyan West,Mumbai,1126,"10,000",1.13 Cr
1 BHK Apartment,Mahavir Patel ManzilUlwe,Ulwe,Mumbai,675,"9,000",60.75 L
1,,Ulwe,Mumbai,665,"9,000",59.85 L
1,,Ulwe,Mumbai,695,"9,000",62.55 L
1,,Ulwe,Mumbai,630,"9,000",56.70 L
2 BHK Apartment,Runwal My CityDombivali,Dombivali,Mumbai,864,"12,000",1.04 Cr
3 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1432,"18,000",2.58 Cr
1 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,594,"12,000",71.28 L
1 BHK Apartment,Runwal My City Phase II Cluster 05 Part IDombivali,Dombivali,Mumbai,560,"12,000",67.20 L
3 BHK Apartment,Runwal GardensDombivali,Dombivali,Mumbai,1200,"12,000",1.44 Cr
2 BHK Apartment,Runwal GardensDombivali,Dombivali,Mumbai,900,"12,000",1.08 Cr
2 BHK Apartment,Runwal GardensDombivali,Dombivali,Mumbai,800,"12,000",96.00 L
3 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1432,"18,000",2.58 Cr
3 BHK Apartment,Hiranandani Rodas Enclave PhillipaThane West,Thane West,Mumbai,1850,"18,000",3.33 Cr
1 BHK Apartment,Hiranandani FedoraThane West,Thane West,Mumbai,650,"18,000",1.17 Cr
3 BHK Apartment,Reputed Builder IndrapuramVasai east,Vasai east,Mumbai,1250,"7,000",87.50 L
3 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,1086,"25,000",2.71 Cr
2 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,828,"25,000",2.07 Cr
2 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,834,"25,000",2.08 Cr
3 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,1162,"25,000",2.90 Cr
2 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,844,"25,000",2.11 Cr
2 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,838,"25,000",2.10 Cr
2 BHK Apartment,Reputed Builder Vasant ValleyKalyan West,Kalyan West,Mumbai,1120,"10,000",1.12 Cr
3 BHK Apartment,Reputed Builder Vasant ValleyKalyan West,Kalyan West,Mumbai,1550,"10,000",1.55 Cr
1 BHK Apartment,Reputed Builder Alankar CHSAiroli,Airoli,Mumbai,650,"14,000",91.00 L
2 BHK Apartment,Lodha CrownThane West,Thane West,Mumbai,795,"18,000",1.43 Cr
1 BHK Apartment,Godrej AscendThane East,Thane East,Mumbai,589,"16,000",94.24 L
1 BHK Apartment,Lodha CrownThane West,Thane West,Mumbai,483,"18,000",86.94 L
2 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,927,"18,000",1.67 Cr
1,,Dombivali East,Mumbai,595,"12,000",71.40 L
2,,Vichumbe,Mumbai,1000,"25,000",2.50 Cr
3,,Agripada,Mumbai,3000,"25,000",7.50 Cr
1 BHK Apartment,Deep Sagar Diva AntiliaRasayani,Rasayani,Mumbai,690,"7,000",48.30 L
2 BHK Apartment,Deep Sagar Diva AntiliaRasayani,Rasayani,Mumbai,950,"7,000",66.50 L
1 BHK Apartment,Deep Sagar Diva AntiliaRasayani,Rasayani,Mumbai,550,"7,000",38.50 L
1 BHK Apartment,Cidco FAM CHSKoper Khairane,Koper Khairane,Mumbai,650,"25,000",1.62 Cr
1 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,585,"12,000",70.20 L
1 BHK Apartment,Mahalaxmi Nagar Building No 4Vasai,Vasai,Mumbai,650,"8,000",52.00 L
1 BHK Apartment,Mahalaxmi Nagar Building No 4Vasai,Vasai,Mumbai,650,"8,000",52.00 L
1 BHK Apartment,JSB Nakshatra GreensNaigaon East,Naigaon East,Mumbai,560,"25,000",1.40 Cr
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,500,"25,000",1.25 Cr
1,,Dombivali East,Mumbai,300,"12,000",36.00 L
1,,Bhiwandi,Mumbai,605,"6,000",36.30 L
1,,Bhiwandi,Mumbai,530,"6,000",31.80 L
1 RK Studio Apartment,Reputed Builder Sarkar ResidencyByculla,Byculla,Mumbai,396,"25,000",99.00 L
1 BHK Apartment,Lodha New Cuffe Parade Lodha AltiaWadala,Wadala,Mumbai,848,"35,000",2.97 Cr
1,,Bhuleshwar,Mumbai,577,"25,000",1.44 Cr
2 BHK Apartment,NDW Proxima ResidencesAndheri East,Andheri East,Mumbai,1292,"28,000",3.62 Cr
2 BHK Apartment,Lokhandwala GalaxyAgripada,Agripada,Mumbai,1650,"25,000",4.12 Cr
3 BHK Apartment,Arok Kinjal ResidencyAgripada,Agripada,Mumbai,2062,"25,000",5.16 Cr
2 BHK Apartment,Reputed Builder Mazgaon TowerByculla,Byculla,Mumbai,990,"25,000",2.48 Cr
1 BHK Apartment,NSSR AR RayyanByculla,Byculla,Mumbai,750,"25,000",1.88 Cr
2,,Byculla,Mumbai,1485,"25,000",3.71 Cr
2,,Agripada,Mumbai,1080,"25,000",2.70 Cr
3 BHK Apartment,Nathani ResidencyAgripada,Agripada,Mumbai,1716,"25,000",4.29 Cr
1,,Mazgaon,Mumbai,627,"25,000",1.57 Cr
2,,Byculla,Mumbai,1485,"25,000",3.71 Cr
2,,Agripada,Mumbai,1100,"25,000",2.75 Cr
2 BHK Apartment,Shaad ResidencyByculla,Byculla,Mumbai,1050,"25,000",2.62 Cr
3 BHK Apartment,Ajmera I LandWadala,Wadala,Mumbai,2740,"35,000",9.59 Cr
